// Cash Shop Database
// Contains the items sold in the ingame cash shop.
//
// Structure of Database:
// Type,ItemID,Price
//
// Type:
//    0: New
//    1: Hot
//    2: Limited
//    3: Rental
//    4: Gear
//    5: Buff
//    6: Heal
//    7: Other
//    8: Sale
//
// Price:
//    Item cost, in cash points (#CASHPOINTS).

// Cash Shop Database
// Contains the items sold in the ingame cash shop.
//
// Structure of Database:
// Type,ItemID,Price
//
// Type:
//    0: New
//    1: Hot
//    2: Limited
//    3: Rental
//    4: Gear
//    5: Buff
//    6: Heal
//    7: Other
//    8: Sale
//
// Price:
//    Item cost, in cash points (#CASHPOINTS).

//New
2,7621,100
3,25793,100
3,25375,100
0,41001,100
0,41002,10
0,41000,5
0,41003,1
0,41023,400
0,1220005,50
0,1220006,1000
0,1220007,1000
0,1220008,1000
0,1220009,1000
0,1220010,1000
1,12210,20
1,14592,20
1,14532,20
4,5915,1000
4,15858,1000
4,18740,1000
4,18741,1000
4,18742,1000
4,18743,1000
4,18744,1000
4,19158,1000
4,19242,1000
4,19289,1000
4,19291,1000
4,19292,1000
4,19294,1000
4,19424,1000
4,19433,1000
4,19459,1000
4,19464,1000
4,19466,1000
4,19472,1000
4,19524,1000
4,19525,1000
4,19526,1000
4,19527,1000
4,19528,1000
4,19529,1000
4,19530,1000
4,19531,1000
4,19533,1000
4,19534,1000
4,19535,1000
4,19536,1000
4,19537,1000
4,19539,1000
4,19540,1000
4,19541,1000
4,19542,1000
4,19544,1000
4,19545,1000
4,19546,1000
4,19547,1000
4,19548,1000
4,19549,1000
4,19550,1000
4,19551,1000
4,19552,1000
4,19553,1000
4,19554,1000
4,19555,1000
4,19556,1000
4,19557,1000
4,19558,1000
4,19559,1000
4,19560,1000
4,19561,1000
4,19562,1000
4,19563,1000
4,19564,1000
4,19565,1000
4,19566,1000
4,19567,1000
4,19568,1000
4,19569,1000
4,19570,1000
4,19571,1000
4,19572,1000
4,19573,1000
4,19574,1000
4,19575,1000
4,19576,1000
4,19578,1000
4,19579,1000
4,19580,1000
4,19581,1000
4,19582,1000
4,19583,1000
4,19584,1000
4,19585,1000
4,19586,1000
4,19587,1000
4,19588,1000
4,19589,1000
4,19590,1000
4,19591,1000
4,19592,1000
4,19593,1000
4,19594,1000
4,19595,1000
4,19596,1000
4,19597,1000
4,19598,1000
4,19599,1000
4,19600,1000
4,19601,1000
4,19602,1000
4,19603,1000
4,19604,1000
4,19605,1000
4,19606,1000
4,19607,1000
4,19608,1000
4,19609,1000
4,19610,1000
4,19611,1000
4,19612,1000
4,19613,1000
4,19614,1000
4,19615,1000
4,19616,1000
4,19617,1000
4,19618,1000
4,19619,1000
4,19620,1000
4,19621,1000
4,19622,1000
4,19623,1000
4,19624,1000
4,19625,1000
4,19627,1000
4,19628,1000
4,19629,1000
4,19630,1000
4,19631,1000
4,19632,1000
4,19633,1000
4,19634,1000
4,19635,1000
4,19636,1000
4,19637,1000
4,19638,1000
4,19639,1000
4,19640,1000
4,19641,1000
4,19642,1000
4,19643,1000
4,19644,1000
4,19645,1000
4,19646,1000
4,19647,1000
4,19648,1000
4,19649,1000
4,19650,1000
4,19651,1000
4,19652,1000
4,19653,1000
4,19654,1000
4,19655,1000
4,19657,1000
